,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,trans_year,prevweek_mean,total_amount_withdrawn
6525,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,2014,802800.0,437000
6530,Mount Road ATM,THURSDAY,NH,W,WWH,3,8,2014,802800.0,831500
6535,Mount Road ATM,FRIDAY,N,H,WHH,3,8,2014,802800.0,427200
6540,Mount Road ATM,SATURDAY,NH,H,HHH,4,8,2014,802800.0,506300
6545,Mount Road ATM,SUNDAY,H,H,HHW,4,8,2014,802800.0,410100
6550,Mount Road ATM,MONDAY,NH,W,HWW,4,8,2014,592372.0,639100
6555,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,2014,592372.0,540300
6560,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,2014,592372.0,675200
6565,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,2014,592372.0,552100
6570,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,2014,592372.0,419600
6575,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,2014,592372.0,589600
6580,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,2014,592372.0,211600
6585,Mount Road ATM,MONDAY,NH,W,HWW,5,8,2014,518215.0,693200
6590,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,2014,518215.0,703000
6595,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,2014,518215.0,641600
6600,Mount Road ATM,THURSDAY,NH,W,WWH,6,8,2014,518215.0,648000
6605,Mount Road ATM,FRIDAY,H,H,WHH,6,8,2014,518215.0,362300
6610,Mount Road ATM,SATURDAY,NH,H,HHH,6,8,2014,518215.0,942900
6615,Mount Road ATM,SUNDAY,NH,H,HHW,7,8,2014,518215.0,549900
6620,Mount Road ATM,MONDAY,NH,W,HWW,1,9,2014,648700.0,983000
6625,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,2014,648700.0,892500
6630,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,2014,648700.0,968300
6635,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,2014,648700.0,997500
6640,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,2014,648700.0,860600
6645,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,2014,648700.0,862800
6650,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,2014,648700.0,501400
6655,Mount Road ATM,MONDAY,NH,W,HWW,2,9,2014,866586.0,809800
6660,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,2014,866586.0,847500
6665,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,2014,866586.0,871700
6670,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,2014,866586.0,667600
6675,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,2014,866586.0,430600
6680,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,2014,866586.0,494100
6685,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,2014,866586.0,378800
6690,Mount Road ATM,MONDAY,NH,W,HWW,3,9,2014,642872.0,736400
6695,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,2014,642872.0,421200
6700,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,2014,642872.0,686500
6705,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,2014,642872.0,618700
6710,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,2014,642872.0,667200
6715,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,2014,642872.0,716500
6720,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,2014,642872.0,307300
6725,Mount Road ATM,MONDAY,NH,W,HWW,5,9,2014,593400.0,473200
6730,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,2014,593400.0,547300
6735,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,2014,593400.0,815100
6740,Mount Road ATM,THURSDAY,NH,W,WWW,5,9,2014,593400.0,758300
6745,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,2014,593400.0,591300
6750,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,2014,593400.0,462000
6755,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,2014,593400.0,449700
6760,Mount Road ATM,MONDAY,NH,W,HWW,6,9,2014,585272.0,960400
6765,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,2014,585272.0,1141800
6770,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,10,2014,585272.0,1141300
6775,Mount Road ATM,THURSDAY,N,H,WHH,1,10,2014,585272.0,899300
6779,Mount Road ATM,FRIDAY,H,H,HHH,1,10,2014,585272.0,677500
6783,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,2014,585272.0,974500
6788,Mount Road ATM,SUNDAY,M,H,HHW,1,10,2014,585272.0,631300
6792,Mount Road ATM,MONDAY,NH,W,HWW,2,10,2014,918015.0,589700
6797,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,2014,918015.0,916300
6802,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,2014,918015.0,899500
6807,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,2014,918015.0,806400
6812,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,2014,918015.0,734400
6817,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,2014,918015.0,818600
6822,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,2014,918015.0,597400
6827,Mount Road ATM,MONDAY,NH,W,HWW,3,10,2014,766043.0,917200
6832,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,2014,766043.0,591700
6837,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,2014,766043.0,778400
6842,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,2014,766043.0,663500
6847,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,2014,766043.0,462400
6852,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,2014,766043.0,489000
6857,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,2014,766043.0,24000
6862,Mount Road ATM,MONDAY,NH,W,HWW,4,10,2014,560886.0,663100
6867,Mount Road ATM,TUESDAY,NH,W,WWH,5,10,2014,560886.0,645800
6872,Mount Road ATM,WEDNESDAY,H,H,WHW,5,10,2014,560886.0,245800
6877,Mount Road ATM,THURSDAY,NH,W,HWW,5,10,2014,560886.0,266100
6882,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,2014,560886.0,434700
6887,Mount Road ATM,SATURDAY,NH,H,WHH,5,10,2014,560886.0,567800
6892,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,2014,560886.0,261000
6897,Mount Road ATM,MONDAY,NH,W,HWW,6,10,2014,440615.0,542600
6902,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,2014,440615.0,522200
6907,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,2014,440615.0,683800
6912,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,2014,440615.0,546700
6917,Mount Road ATM,FRIDAY,NH,W,WWH,7,10,2014,440615.0,816700
6922,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,2014,440615.0,1205400
6927,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,2014,440615.0,776500
6932,Mount Road ATM,MONDAY,NH,W,HWH,1,11,2014,727700.0,690200
6937,Mount Road ATM,TUESDAY,M,H,WHW,1,11,2014,727700.0,705000
6942,Mount Road ATM,WEDNESDAY,NH,W,HWW,1,11,2014,727700.0,1073900
6947,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,2014,727700.0,700400
6952,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,2014,727700.0,619700
6957,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,2014,727700.0,770600
6962,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,2014,727700.0,681800
6966,Mount Road ATM,MONDAY,NH,W,HWW,2,11,2014,748800.0,1161500
6971,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,2014,748800.0,781900
6976,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,2014,748800.0,674200
6981,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,2014,748800.0,502300
6986,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,2014,748800.0,463900
6991,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,2014,748800.0,495000
6996,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,2014,748800.0,270300
7001,Mount Road ATM,MONDAY,NH,W,HWW,4,11,2014,621300.0,468000
7006,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,2014,621300.0,498800
7011,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,2014,621300.0,571100
7016,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,2014,621300.0,514500
7021,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,2014,621300.0,414100
7026,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,2014,621300.0,674800
7031,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,2014,621300.0,302400
7036,Mount Road ATM,MONDAY,NH,W,HWW,5,11,2014,491958.0,597600
7041,Mount Road ATM,TUESDAY,NH,W,WWW,5,11,2014,491958.0,534900
7046,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,2014,491958.0,527800
7051,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,2014,491958.0,572700
7056,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,2014,491958.0,602800
7061,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,2014,491958.0,829500
7066,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,2014,491958.0,427200
7071,Mount Road ATM,MONDAY,NH,W,HWW,1,12,2014,584643.0,1006700
7076,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,2014,584643.0,827800
7081,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,2014,584643.0,1108800
7085,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,2014,584643.0,915400
7090,Mount Road ATM,FRIDAY,NH,W,WWH,1,12,2014,584643.0,903300
7095,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,2014,584643.0,1029600
7100,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,2014,584643.0,586600
7105,Mount Road ATM,MONDAY,NH,W,HWW,2,12,2014,911172.0,808000
7110,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,2014,911172.0,883500
7115,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,12,2014,911172.0,537900
7120,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,2014,911172.0,488400
7125,Mount Road ATM,FRIDAY,NH,W,WWH,3,12,2014,911172.0,573600
7130,Mount Road ATM,SATURDAY,NH,H,WHH,3,12,2014,911172.0,668000
7135,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,2014,911172.0,380800
7140,Mount Road ATM,MONDAY,NH,W,HWW,3,12,2014,620029.0,616100
7145,Mount Road ATM,TUESDAY,NH,W,WWW,4,12,2014,620029.0,671500
7150,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,12,2014,620029.0,460400
7155,Mount Road ATM,THURSDAY,NH,W,WWW,4,12,2014,620029.0,616600
7160,Mount Road ATM,FRIDAY,NH,W,WWH,4,12,2014,620029.0,409600
7165,Mount Road ATM,SATURDAY,NH,H,WHH,4,12,2014,620029.0,707400
7170,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,2014,620029.0,540300
7175,Mount Road ATM,MONDAY,NH,W,HWW,5,12,2014,574558.0,788400
7180,Mount Road ATM,TUESDAY,NH,W,WWW,5,12,2014,574558.0,734200
7185,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,12,2014,574558.0,649300
7190,Mount Road ATM,THURSDAY,C,H,WHW,5,12,2014,574558.0,398700
7195,Mount Road ATM,FRIDAY,NH,W,HWH,6,12,2014,574558.0,694700
7200,Mount Road ATM,SATURDAY,NH,H,WHH,6,12,2014,574558.0,773200
7205,Mount Road ATM,SUNDAY,NH,H,HHW,6,12,2014,574558.0,236500
7210,Mount Road ATM,MONDAY,NH,W,HWW,6,12,2014,610715.0,238000
7215,Mount Road ATM,TUESDAY,NH,W,WWW,6,12,2014,610715.0,480400
7220,Mount Road ATM,WEDNESDAY,NH,W,WWH,7,12,2014,610715.0,1157300
7225,Mount Road ATM,THURSDAY,C,H,WHW,1,1,2015,568400.0,498200
7230,Mount Road ATM,FRIDAY,NH,W,HWH,1,1,2015,568400.0,904900
7235,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,2015,568400.0,1035000
7240,Mount Road ATM,SUNDAY,M,H,HHW,1,1,2015,568400.0,436200
7245,Mount Road ATM,MONDAY,NH,W,HWW,1,1,2015,718575.0,1087100
7250,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,2015,718575.0,750000
7255,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,2015,718575.0,899400
7260,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,2015,718575.0,820600
7265,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,2015,718575.0,699400
7270,Mount Road ATM,SATURDAY,NH,H,WHH,2,1,2015,718575.0,915800
7275,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,2015,718575.0,587600
7280,Mount Road ATM,MONDAY,NH,W,HWW,3,1,2015,822843.0,924500
7285,Mount Road ATM,TUESDAY,NH,W,WWW,3,1,2015,822843.0,590100
7290,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,1,2015,822843.0,581400
7295,Mount Road ATM,THURSDAY,H,H,WHH,3,1,2015,822843.0,261400
7300,Mount Road ATM,FRIDAY,N,H,HHH,4,1,2015,822843.0,190900
7305,Mount Road ATM,SATURDAY,H,H,HHH,4,1,2015,822843.0,368700
7310,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,2015,822843.0,305100
7315,Mount Road ATM,MONDAY,NH,W,HWW,4,1,2015,460300.0,512500
7320,Mount Road ATM,TUESDAY,NH,W,WWW,4,1,2015,460300.0,646200
7325,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,2015,460300.0,444200
7330,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,2015,460300.0,510100
7335,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,2015,460300.0,679100
7340,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,2015,460300.0,525900
7345,Mount Road ATM,SUNDAY,NH,H,HHH,5,1,2015,460300.0,251500
7350,Mount Road ATM,MONDAY,N,H,HHW,6,1,2015,509929.0,354100
7355,Mount Road ATM,TUESDAY,NH,W,HWW,6,1,2015,509929.0,673600
7360,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,2015,509929.0,810900
7365,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,2015,509929.0,659200
7370,Mount Road ATM,FRIDAY,NH,W,WWH,6,1,2015,509929.0,924400
7375,Mount Road ATM,SATURDAY,NH,H,WHH,7,1,2015,509929.0,974800
7380,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,2015,509929.0,507400
7385,Mount Road ATM,MONDAY,NH,W,HWW,1,2,2015,700629.0,825500
7390,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,2015,700629.0,1063600
7395,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,2015,700629.0,902100
7400,Mount Road ATM,THURSDAY,NH,W,WWW,1,2,2015,700629.0,1036600
7405,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,2015,700629.0,967400
7410,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,2015,700629.0,865900
7415,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,2015,700629.0,571200
7420,Mount Road ATM,MONDAY,NH,W,HWW,2,2,2015,890329.0,676000
7425,Mount Road ATM,TUESDAY,NH,W,WWW,2,2,2015,890329.0,790700
7430,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,2015,890329.0,733800
7435,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,2015,890329.0,726700
7440,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,2015,890329.0,519700
7445,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,2015,890329.0,888800
7450,Mount Road ATM,SUNDAY,NH,H,HHW,3,2,2015,890329.0,473600
7455,Mount Road ATM,MONDAY,NH,W,HWW,4,2,2015,687043.0,572500
7460,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,2015,687043.0,486200
7464,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,2015,687043.0,829700
7469,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,2015,687043.0,664100
7474,Mount Road ATM,FRIDAY,NH,W,WWH,4,2,2015,687043.0,626000
7479,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,2015,687043.0,636400
7484,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,2015,687043.0,225900
7489,Mount Road ATM,MONDAY,NH,W,HWW,5,2,2015,577258.0,668100
7494,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,2015,577258.0,467000
7499,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,2,2015,577258.0,599700
7504,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,2015,577258.0,547300
7509,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,2015,577258.0,802900
7514,Mount Road ATM,SATURDAY,NH,H,WHH,6,2,2015,577258.0,819400
7519,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,2015,577258.0,934900
7524,Mount Road ATM,MONDAY,NH,W,HWW,1,3,2015,691329.0,1058300
7529,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,2015,691329.0,981800
7534,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,2015,691329.0,1118800
7539,Mount Road ATM,THURSDAY,NH,W,WWW,1,3,2015,691329.0,1017200
7544,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,2015,691329.0,603900
7549,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,2015,691329.0,789900
7554,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,2015,691329.0,463000
7558,Mount Road ATM,MONDAY,NH,W,HWW,2,3,2015,861843.0,758000
7562,Mount Road ATM,TUESDAY,NH,W,WWW,2,3,2015,861843.0,675900
7567,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,2015,861843.0,918200
7572,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,2015,861843.0,653500
7577,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,2015,861843.0,740300
7582,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,2015,861843.0,848800
7587,Mount Road ATM,SUNDAY,NH,H,HHW,3,3,2015,861843.0,489400
7592,Mount Road ATM,MONDAY,NH,W,HWW,4,3,2015,726300.0,505600
7597,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,2015,726300.0,634500
7602,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,2015,726300.0,734000
7607,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,2015,726300.0,606600
7612,Mount Road ATM,FRIDAY,NH,W,WWH,4,3,2015,726300.0,766900
7617,Mount Road ATM,SATURDAY,H,H,WHH,5,3,2015,726300.0,738900
7622,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,2015,726300.0,317800
7627,Mount Road ATM,MONDAY,NH,W,HWW,5,3,2015,614900.0,480400
7632,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,2015,614900.0,528300
7637,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,3,2015,614900.0,772800
7642,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,2015,614900.0,591600
7647,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,2015,614900.0,412900
7652,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,2015,614900.0,560400
7657,Mount Road ATM,SUNDAY,NH,H,HHW,6,3,2015,614900.0,408300
7662,Mount Road ATM,MONDAY,NH,W,HWW,6,3,2015,536386.0,748200
7667,Mount Road ATM,TUESDAY,NH,W,WWW,7,3,2015,536386.0,811800
7672,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,4,2015,536386.0,720400
7677,Mount Road ATM,THURSDAY,H,H,WHH,1,4,2015,536386.0,717400
7681,Mount Road ATM,FRIDAY,C,H,HHH,1,4,2015,536386.0,289900
7686,Mount Road ATM,SATURDAY,NH,H,HHH,1,4,2015,536386.0,475600
7691,Mount Road ATM,SUNDAY,NH,H,HHW,1,4,2015,536386.0,588100
7696,Mount Road ATM,MONDAY,NH,W,HWW,2,4,2015,621629.0,992900
7701,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,2015,621629.0,390000
7706,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,2015,621629.0,1251800
7711,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,2015,621629.0,828400
7716,Mount Road ATM,FRIDAY,NH,W,WWH,2,4,2015,621629.0,880600
7721,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,2015,621629.0,604300
7726,Mount Road ATM,SUNDAY,NH,H,HHW,3,4,2015,621629.0,448700
7731,Mount Road ATM,MONDAY,NH,W,HWH,3,4,2015,770958.0,553100
7736,Mount Road ATM,TUESDAY,H,H,WHW,3,4,2015,770958.0,336500
7741,Mount Road ATM,WEDNESDAY,NH,W,HWW,3,4,2015,770958.0,633500
7746,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,2015,770958.0,545900
7751,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,2015,770958.0,564800
7756,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,2015,770958.0,765100
7761,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,2015,770958.0,323000
7766,Mount Road ATM,MONDAY,NH,W,HWW,4,4,2015,531700.0,717400
7771,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,2015,531700.0,1042600
7776,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,2015,531700.0,506300
7781,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,2015,531700.0,443300
7786,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,2015,531700.0,560900
7791,Mount Road ATM,SATURDAY,NH,H,WHH,5,4,2015,531700.0,652300
7796,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,2015,531700.0,419700
7801,Mount Road ATM,MONDAY,NH,W,HWW,6,4,2015,620358.0,728100
7806,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,2015,620358.0,635000
7811,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,4,2015,620358.0,734500
7816,Mount Road ATM,THURSDAY,NH,W,WWH,6,4,2015,620358.0,645600
7821,Mount Road ATM,FRIDAY,N,H,WHH,1,5,2015,620358.0,572500
7826,Mount Road ATM,SATURDAY,NH,H,HHH,1,5,2015,620358.0,1085900
7831,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,2015,620358.0,63700
7836,Mount Road ATM,MONDAY,NH,W,HWW,1,5,2015,637900.0,929100
7841,Mount Road ATM,TUESDAY,NH,W,WWW,1,5,2015,637900.0,1079200
7846,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,2015,637900.0,1187200
7851,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,2015,637900.0,952700
7856,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,2015,637900.0,893900
7861,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,2015,637900.0,738600
7866,Mount Road ATM,SUNDAY,NH,H,HHW,2,5,2015,637900.0,529700
7871,Mount Road ATM,MONDAY,NH,W,HWW,3,5,2015,901486.0,427700
7876,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,2015,901486.0,781800
7881,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,2015,901486.0,714000
7886,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,2015,901486.0,585400
7891,Mount Road ATM,FRIDAY,NH,W,WWH,3,5,2015,901486.0,592300
7896,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,2015,901486.0,721100
7901,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,2015,901486.0,455400
7906,Mount Road ATM,MONDAY,NH,W,HWW,4,5,2015,611100.0,354500
7911,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,2015,611100.0,644000
7916,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,5,2015,611100.0,372000
7921,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,2015,611100.0,480200
7926,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,2015,611100.0,569100
7931,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,2015,611100.0,702800
7936,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,2015,611100.0,545400
7941,Mount Road ATM,MONDAY,NH,W,HWW,5,5,2015,524000.0,539100
7946,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,2015,524000.0,472200
7951,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,2015,524000.0,831600
7956,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,2015,524000.0,716300
7961,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,2015,524000.0,294500
7966,Mount Road ATM,SATURDAY,NH,H,WHH,6,5,2015,524000.0,871800
7971,Mount Road ATM,SUNDAY,NH,H,HHW,7,5,2015,524000.0,502900
7975,Mount Road ATM,MONDAY,NH,W,HWW,1,6,2015,604058.0,54300
7980,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,2015,604058.0,447700
7985,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,2015,604058.0,933700
7990,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,2015,604058.0,1034200
7995,Mount Road ATM,FRIDAY,NH,W,WWH,1,6,2015,604058.0,481300
8000,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,2015,604058.0,619500
8005,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,2015,604058.0,155100
8010,Mount Road ATM,MONDAY,NH,W,HWW,2,6,2015,532258.0,596200
8015,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,2015,532258.0,494300
8020,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,6,2015,532258.0,161000
8025,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,2015,532258.0,702100
8030,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,2015,532258.0,447500
8035,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,2015,532258.0,229000
8040,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,2015,532258.0,347300
8045,Mount Road ATM,MONDAY,NH,W,HWW,3,6,2015,425343.0,482100
8050,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,2015,425343.0,707100
8055,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,2015,425343.0,507800
8060,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,2015,425343.0,461700
8064,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,2015,425343.0,357100
8069,Mount Road ATM,SATURDAY,NH,H,WHH,4,6,2015,425343.0,556200
8074,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,2015,425343.0,310500
8079,Mount Road ATM,MONDAY,NH,W,HWW,5,6,2015,483215.0,465000
8084,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,2015,483215.0,267500
8089,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,2015,483215.0,685800
8094,Mount Road ATM,THURSDAY,NH,W,WWW,5,6,2015,483215.0,528000
8099,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,2015,483215.0,571000
8104,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,2015,483215.0,711400
8109,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,2015,483215.0,441000
8114,Mount Road ATM,MONDAY,NH,W,HWW,6,6,2015,524243.0,499900
8119,Mount Road ATM,TUESDAY,NH,W,WWW,6,6,2015,524243.0,698400
